date,symbol,open,high,low,close,volume,last_trade_date,K,D,J,BBI,BBI_DIF,DIF,DEA,MACD,short_term_fund,long_term_fund,Short_LS,Short_Trend,market_cap,float_market_cap,pe_ttm,pb
2020-05-15,00001,40.7257,41.511,39.3337,39.6192,37246695.0,2026-07-24,57.63147386111399,44.971244654623575,82.95193227409482,40.57599722222223,-0.13683055555555512,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,20.83114457479698,22.56799247949692,42.57,43.99,,,,
2020-05-22,00001,39.762,41.648,36.6606,37.0328,51099204.0,2026-07-24,54.00254331630138,47.98167754184951,66.04427486520513,39.58626388888889,-0.9897333333333407,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,9.576493593372097,22.56799247949692,42.57,43.37,,,,
2020-05-29,00001,36.7723,37.9261,35.1719,35.2835,66563627.0,2026-07-24,36.548505086909366,44.17062005686946,21.304275146989184,38.31687500000001,-1.2693888888888765,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,2.509387718390838,14.467243670783484,42.57,42.68,,,,
2020-06-05,00001,36.0279,40.0475,35.879,39.8987,64465286.0,2026-07-24,47.52570004426932,45.288980052669416,51.99914002746914,38.38212500000001,0.06524999999999892,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,100.0,35.83955025168678,42.57,42.13,,,,
2020-06-12,00001,41.0525,41.6107,37.6283,38.7449,56066786.0,2026-07-24,49.19052490493732,46.589495003425384,54.39258470796119,39.873046875,1.4909218749999908,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,75.59025133282564,31.485315140011775,42.57,41.64,,,,
2020-06-19,00001,37.7772,39.1543,37.6283,38.5588,65983222.0,2026-07-24,50.02139899153952,47.73346299946343,54.597270975691714,39.93035729166667,0.0573104166666667,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,66.66666666666667,34.7461124142125,42.57,41.22,,,,
2020-06-26,00001,38.4099,38.6704,36.9212,37.1073,38572332.0,2026-07-24,43.30935614635445,46.258760715093764,37.41054700887584,39.421259375000005,-0.5090979166666614,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,10.20452925371514,26.865063851967705,42.57,40.8,,,,
2020-07-03,00001,37.0328,38.7821,36.3257,38.5216,37692013.0,2026-07-24,46.11424791046113,46.21058978021622,45.92156417095096,39.248943749999995,-0.1723156250000102,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,98.33415431462996,34.54413170011294,42.57,40.44,,,,
2020-07-10,00001,38.7077,40.3081,37.2189,37.4794,51844502.0,2026-07-24,42.619836104336166,45.0136718882562,37.832164536496094,39.004782291666665,-0.24416145833333047,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,52.53882235074455,30.605494031353373,42.57,40.11,,,,
2020-07-17,00001,37.5911,39.0799,37.4794,37.9261,35841015.0,2026-07-24,42.58945153155873,44.205598436023706,39.357157722628784,38.83901354166667,-0.16576874999999802,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,72.88127874675529,35.430695502580484,42.57,39.81,,,,
2020-07-24,00001,37.5911,38.1122,36.8095,37.07,31601515.0,2026-07-24,38.219332848915975,42.21017657365446,30.237645399439018,38.430284375,-0.40872916666666725,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,23.329751029912305,31.920799287557614,42.57,39.52,,,,
2020-07-31,00001,37.07,38.6332,36.5117,37.6283,30657030.0,2026-07-24,35.652802262287736,40.02438513653222,26.909636513798773,38.20822916666667,-0.22205520833333026,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,78.94513574660668,58.705009714574075,42.57,39.26,,,,
2020-08-07,00001,37.2561,38.6704,36.6606,37.07,37195171.0,2026-07-24,28.462953006142012,36.17057442640215,13.047710165621737,37.952309375,-0.25591979166667045,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,50.0,52.71202997026592,42.57,39.02,,,,
2020-08-14,00001,37.1817,39.1543,36.9584,38.7077,33712124.0,2026-07-24,38.91302799846994,37.084725617091415,42.569632761227,38.03010208333333,0.07779270833333385,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,100.0,68.48015488867381,42.57,38.85,,,,
2020-08-21,00001,38.8938,39.2659,37.2933,38.0005,24810166.0,2026-07-24,39.960366060852216,38.04327243167835,43.79455331919995,38.040033333333334,0.009931250000001057,-2.6536717028766006,-3.4435406848067944,0.7898689819301938,65.45356846270333,44.87419487895426,42.57,38.7,,,,
2020-08-28,00001,38.5588,38.8193,37.5911,37.7028,24491044.0,2026-07-24,38.16679419457916,38.084446352645294,38.3314898784469,38.018123958333334,-0.021909374999999898,-2.494990992174934,-3.253830746280422,0.7588397541054883,42.55416452295225,40.151346892153505,42.57,38.57,,,,
2020-09-04,00001,38.1122,38.6704,36.9584,37.2189,41270585.0,2026-07-24,31.653920816264584,35.940937840518394,23.07988676775696,37.887338541666665,-0.13078541666666865,-2.3808372616573905,-3.0792320493558156,0.6983947876984251,24.997600997984758,32.47453755116284,42.57,38.44,,,,
2020-09-11,00001,37.3802,37.7947,36.4005,36.5889,27980843.0,2026-07-24,23.294279962524048,31.725385214520276,6.432069458531593,37.673125,-0.21421354166666617,-2.3145249398939924,-2.926290627463451,0.6117656875694584,14.466712739000315,24.41545910367527,42.57,38.29,,,,
2020-09-18,00001,36.7019,37.4179,36.3251,36.8526,30341800.0,2026-07-24,21.508618632977615,28.31979635400606,7.8862631909207295,37.5814,-0.09172499999999673,-2.21515859161903,-2.7840642202945665,0.5689056286755365,59.01767733273709,28.959112290435446,42.57,38.14,,,,
2020-09-25,00001,36.8526,37.041,34.6671,35.0816,27202568.0,2026-07-24,17.343486035391496,24.661026247801203,2.708405610572086,37.11616770833333,-0.46523229166667335,-2.253339844775468,-2.677919345190747,0.42457950041527903,18.965911690688767,7.049199843540143,42.57,37.94,,,,
2020-10-02,00001,35.3077,35.5338,34.7425,35.1193,16465772.0,2026-07-24,14.83999066126796,21.38734771895679,1.7452765458902988,36.75827395833333,-0.35789375000000234,-2.2545674380487384,-2.593248963762345,0.33868152571360666,20.69091741020379,8.643627188623075,42.57,37.72,,,,
2020-10-09,00001,35.6468,36.2874,35.4207,35.6091,21469060.0,2026-07-24,16.721195247026625,19.831963561646734,10.499658617786402,36.479227083333335,-0.2790468749999917,-2.1907637867608614,-2.5127519283620483,0.32198814160118694,100.0,18.00596375869715,42.57,37.49,,,,
2020-10-16,00001,35.27,36.0236,34.6671,34.7048,29657032.0,2026-07-24,11.420723188951625,17.028216770748365,0.20573602535814217,36.22847708333333,-0.2507500000000036,-2.1879470937374705,-2.447790961437133,0.2598438676996624,4.002123142250632,0.7206208425720803,42.57,37.25,,,,
2020-10-23,00001,34.9686,35.5715,34.5164,34.9686,21542551.0,2026-07-24,11.11687928447329,15.057770941990007,3.235095969439854,36.03488541666667,-0.19359166666666283,-2.1397625383061865,-2.3861852768109437,0.24642273850475727,41.38372837924449,8.401612693458276,42.57,37.02,,,,
2020-10-30,00001,35.27,35.6468,34.5917,35.1946,36289671.0,2026-07-24,12.853396974434636,14.322979619471552,9.914231684360804,35.8461,-0.18878541666666848,-2.0595978576884377,-2.3208677929864425,0.2612699352980048,100.0,16.03878443892641,42.57,36.8,,,,
2020-11-06,00001,35.5338,39.8672,35.1193,38.8121,58267355.0,2026-07-24,35.329415729835425,21.32512498959284,63.33799721032059,36.364521874999994,0.5184218749999943,-1.684744072501445,-2.193643048889443,0.5088989763879979,100.0,100.0,42.57,36.72,,,,
2020-11-13,00001,38.9628,41.7889,37.757,40.8469,83762155.0,2026-07-24,52.56864222713218,31.739630735439288,94.22666521051795,37.21028229166667,0.8457604166666783,-1.2095356188933835,-1.996821562890231,0.7872859439968476,100.0,100.0,42.57,36.8,,,,
2020-11-20,00001,41.073,44.3136,40.9599,42.844,61189351.0,2026-07-24,63.37902677143534,42.28609608077131,105.5648881527634,38.286975,1.0766927083333258,-0.6641246011788908,-1.730282170547963,1.0661575693690721,99.99999999999999,100.0,42.57,37.06,,,,
2020-11-27,00001,42.9571,44.0875,42.0527,43.3339,32481485.0,2026-07-24,72.25275256094301,52.27498157416187,112.20829453450528,39.198535416666665,0.9115604166666671,-0.19015956335495332,-1.422257649109361,1.2320980857544077,100.0,100.0,42.57,37.44,,,,
2020-12-04,00001,43.3339,43.3339,41.4498,42.7687,43536506.0,2026-07-24,76.2455713462398,60.26517816485451,108.20635770901039,39.856288541666665,0.6577531249999993,0.13826044705815832,-1.1101540298758572,1.2484144769340155,76.19208087615853,93.5900198468954,42.57,37.87,,,,
2020-12-11,00001,42.6933,42.9194,41.6759,41.9773,35174223.0,2026-07-24,76.2148444857293,65.58173360514611,97.48106624689567,40.22416979166667,0.3678812500000035,0.33086233046378766,-0.8219507578079281,1.1528130882717158,27.99745236452403,84.6146867025801,42.57,38.29,,,,
2020-12-18,00001,42.2034,42.2034,40.244,41.0353,38773248.0,2026-07-24,72.98936256587508,68.05094325872244,82.86620118018038,40.275472916666665,0.051303124999996896,0.402845431930146,-0.5769915198603133,0.9798369517904593,31.342337703489477,73.93138644740573,42.57,38.66,,,,
2020-12-25,00001,40.8092,40.8846,39.2643,40.4324,22170609.0,2026-07-24,68.68549590300806,68.26246080681766,69.53156609538885,40.204960416666665,-0.07051249999999953,0.40655703072081906,-0.38028180974408676,0.7868388404649058,43.05565794323635,67.09384746243268,42.57,38.97,,,,
2021-01-01,00001,40.7339,41.6759,40.6208,40.7715,16019096.0,2026-07-24,66.28201204231804,67.60231121865111,63.6414136896519,40.1553125,-0.04964791666666457,0.4318825621867859,-0.21784893535791222,0.6497314975446982,85.1044607566349,70.93960873263401,42.57,39.24,,,,
2021-01-08,00001,41.0353,43.2208,41.0353,43.1078,32976362.0,2026-07-24,71.39113159835507,68.86525134521911,76.44289210462702,40.55655625,0.401243749999999,0.6331742741651141,-0.04764429345330695,0.6808185676184211,100.00000000000001,97.43578111709665,42.57,39.54,,,,
2021-01-15,00001,43.2585,43.7861,42.4672,42.844,31243942.0,2026-07-24,71.22574624595809,69.65208297879877,74.37307278027674,40.979061458333334,0.4225052083333338,0.7626219200265894,0.11440894924267234,0.648212970783917,89.39284278246896,94.44400340232494,42.57,39.86,,,,
2021-01-22,00001,42.9947,43.9745,42.3165,42.5803,34343009.0,2026-07-24,70.40084304935938,69.90166966898563,71.39918981010689,41.366187499999995,0.38712604166666154,0.8343142702596396,0.2583900134460658,0.5759242568135737,74.5476477683958,91.45335979586052,42.57,40.16,,,,
2021-01-29,00001,42.5803,42.731,40.1686,40.4701,46733444.0,2026-07-24,55.46714943896122,65.09016292564417,36.22112246559533,41.17572916666667,-0.19045833333332496,0.7126405928609287,0.3492401293290384,0.3634004635318903,11.269342901996112,67.52140629430114,42.57,40.37,,,,
2021-02-05,00001,40.7715,41.902,39.9425,39.9802,40214941.0,2026-07-24,42.0444096198881,57.40824515705881,11.316738545546684,40.920803125,-0.2549260416666712,0.5701106109347407,0.39341422565017886,0.17669638528456183,1.4292213207976714,61.965409696626075,42.57,40.5,,,,
2021-02-12,00001,40.0556,40.8469,39.5657,40.3194,23632189.0,2026-07-24,35.49638064789847,50.10429032067203,6.280561302351359,40.68821770833333,-0.23258541666666588,0.4790035241158179,0.41053208534330665,0.06847143877251127,83.33701901813356,65.8123050751347,42.57,40.58,,,,
2021-02-19,00001,41.1107,41.9773,40.5078,41.6759,31014052.0,2026-07-24,40.73076191070887,46.97978085068431,28.232724030757993,40.74092395833334,0.05270625000000706,0.5103754244814382,0.43050075317093295,0.0798746713105053,100.0,81.19648426424723,42.57,40.67,,,,
2021-02-26,00001,42.1281,46.7252,41.8643,44.1629,80836479.0,2026-07-24,48.55757058451197,47.505710761960195,50.66129022961552,41.252378125,0.5114541666666597,0.7275314669390482,0.489906895924556,0.23762457101449225,100.0,100.0,42.57,40.84,,,,
2021-03-05,00001,44.2006,44.8035,43.3716,44.6527,39876133.0,2026-07-24,56.055862988552605,50.35576150415767,67.45606595734247,41.836825000000005,0.5844468750000047,0.9284493752241971,0.5776153917844842,0.35083398343971295,100.0,100.0,42.57,41.09,,,,
2021-03-12,00001,44.7658,48.2702,44.4643,46.0093,61414450.0,2026-07-24,62.04593481408898,54.25248594080144,77.63283256066406,42.646196875,0.8093718749999965,1.1835018745903483,0.698792688345657,0.4847091862446913,100.0,100.0,42.57,41.41,,,,
2021-03-19,00001,46.1223,47.8934,45.4817,45.4817,53637433.0,2026-07-24,64.01890513253583,57.50795900471291,77.04079738818167,43.19846145833334,0.5522645833333399,1.3277543812209203,0.8245850269207097,0.5031693543002106,79.99772529097297,95.37906390134523,42.57,41.77,,,,
2021-03-26,00001,45.8209,47.6296,45.3687,46.047,35760528.0,2026-07-24,67.49899934716969,60.83830578553184,80.8203864704454,43.77193750000001,0.573476041666666,1.4707367795073125,0.9538153774380302,0.5169214020692823,100.0,100.00000000000001,42.57,42.14,,,,
2021-04-02,00001,45.4441,47.4789,45.4441,47.0644,22377562.0,2026-07-24,73.71513123996694,65.13058093701021,90.88423184588041,44.29555833333333,0.5236208333333252,1.6471596068883017,1.0924842233280845,0.5546753835602172,100.0,100.0,42.57,42.56,,,,
2021-04-09,00001,47.1774,48.0818,46.8006,47.6673,19656069.0,2026-07-24,80.16798666423819,70.14304951275287,100.21786096720882,44.856471875,0.5609135416666646,1.8147061570370724,1.236928610069882,0.5777775469671904,100.0,100.0,42.57,43.01,,,,
2021-04-16,00001,47.6673,48.1948,46.6499,48.0441,26244171.0,2026-07-24,85.80773812931416,75.36461238493996,106.69398961806257,45.411883333333336,0.5554114583333387,1.9553525292956664,1.380613393915039,0.5747391353806275,99.99999999999999,100.0,42.57,43.47,,,,
2021-04-23,00001,48.0441,49.2876,47.5542,48.1948,25272026.0,2026-07-24,85.63142020892217,78.7868816596007,99.32049730756509,45.85581354166666,0.4439302083333274,2.055283988708574,1.515547512873746,0.539736475834828,100.0,100.0,42.57,43.94,,,,
2021-04-30,00001,48.1948,48.7224,47.6673,48.0064,18725723.0,2026-07-24,83.20210524633576,80.25862285517906,89.08907002864919,46.23105833333333,0.3752447916666668,2.0951267675795506,1.6314633638149068,0.4636634037646439,87.80503592465521,97.89037567885335,42.57,44.39,,,,
2021-05-07,00001,47.6673,48.76,46.876,48.4963,20850052.0,2026-07-24,83.33281007258533,81.28335192764781,87.43172636246035,46.600026041666666,0.3689677083333365,2.14154687333226,1.7334800657183773,0.4080668076138825,100.0,100.0,42.57,44.82,,,,
2021-05-14,00001,48.76,49.589,46.8006,46.9513,23987173.0,2026-07-24,68.05510798589866,76.8739372803981,50.4174493968998,46.639273958333334,0.03924791666666749,2.030262946234444,1.7928366418215906,0.2374263044128535,8.887185233237066,83.26473136915084,42.57,45.18,,,,
2021-05-21,00001,47.3658,48.6052,46.876,47.5982,19974622.0,2026-07-24,62.979404660472504,72.24242640708957,44.45336116723837,46.72425416666667,0.08498020833333442,1.9715423429955905,1.8285777820563907,0.14296456093919985,47.03662204399351,89.94356482207243,42.57,45.51,,,,
2021-05-28,00001,47.0947,48.2953,46.5912,47.8693,33478035.0,2026-07-24,61.4897559856197,68.65820293326628,47.15286209032655,46.793108333333336,0.06885416666666799,1.9246946641845781,1.8478011584820282,0.07689350570254994,100.0,92.97919512686724,42.57,45.8,,,,
2021-06-04,00001,47.9855,48.0242,46.3589,46.5525,28717314.0,2026-07-24,42.99104481990245,60.102483562145004,8.768167335417345,46.76023333333333,-0.032875000000004206,1.7610129253533273,1.830443511856288,-0.06943058650296074,12.81779661016969,78.2343851476945,42.57,46.02,,,,
2021-06-11,00001,46.475,46.7849,45.9328,46.3201,28962364.0,2026-07-24,32.19168500456342,50.79888404295114,-5.022713072212028,46.662259375000005,-0.097973958333327,1.5941646920769514,1.7831877479004208,-0.18902305582346934,19.99999999999978,75.6320963877007,42.57,46.18,,,,
2021-06-18,00001,46.2814,46.5138,45.7005,46.1652,21184308.0,2026-07-24,25.4446645476396,42.34747754451396,-8.360961446109116,46.48176875,-0.18049062500000446,1.4329193276344725,1.7131340638472312,-0.2802147362127587,54.542253521126575,73.89761046290283,42.57,46.29,,,,
2021-06-25,00001,45.7005,48.4115,45.3906,47.6757,32680052.0,2026-07-24,35.105735460621524,39.93356351654981,25.450079348764945,46.66586979166667,0.18410104166667196,1.4107536509045033,1.6526579812586857,-0.24190433035418235,100.0,90.81136765726829,42.57,46.4,,,,
2021-07-02,00001,47.6757,48.4115,45.8167,46.5525,22036604.0,2026-07-24,32.628766475780225,37.49863116962661,22.88903708808745,46.657070833333336,-0.00879895833333677,1.287710415279541,1.5796684680628568,-0.29195805278331566,50.84679007483274,78.2343851476945,42.57,46.48,,,,
2021-07-09,00001,46.5138,47.3271,44.4611,44.6548,23940885.0,2026-07-24,23.011635901786097,32.669632747013104,3.6956422113320855,46.348265624999996,-0.30880520833333946,1.0252507814961191,1.4687849307495093,-0.4435341492533902,6.0256330492129635,51.91212367778683,42.57,46.48,,,,
2021-07-16,00001,45.1583,45.8167,44.771,45.4294,19377350.0,2026-07-24,23.129673566531007,29.489646353519074,10.40972799255487,46.108325,-0.23994062499999558,0.8697276976886386,1.348973484137335,-0.47924578644869653,46.299129769532335,53.75603136308809,42.57,46.44,,,,
2021-07-23,00001,45.3132,45.3519,43.9189,44.4224,16226013.0,2026-07-24,19.155555278309123,26.044949328449093,5.3767671780291835,45.82335208333333,-0.2849729166666677,0.6576372166692295,1.210706230643714,-0.5530690139744845,33.33333333333349,20.504614904287138,42.57,46.35,,,,
2021-07-30,00001,44.4224,46.0878,43.9964,43.9964,33580603.0,2026-07-24,13.345389847502055,21.811762834800078,-3.58735612709399,45.622672916666666,-0.20067916666666719,0.4499921136862852,1.0585634072522283,-0.6085712935659431,5.130751406818971,1.6931008869664135,42.57,46.21,,,,
2021-08-06,00001,43.9576,45.0808,43.4154,44.8097,22265778.0,2026-07-24,18.199515918030077,20.607680529210075,13.383186695670084,45.43964166666667,-0.1830312499999991,0.3470577211647665,0.9162622700347359,-0.5692045488699694,100.0,27.44198862406269,42.57,46.07,,,,
2021-08-13,00001,44.5773,45.197,43.9189,44.6935,23559050.0,2026-07-24,20.660328586706992,20.625229881709046,20.73052599670288,45.3297875,-0.10985416666666481,0.25318652792238083,0.7836471216122649,-0.5304605936898841,91.66606899519479,25.15499222578681,42.57,45.93,,,,
2021-08-20,00001,44.6935,45.3519,43.8415,43.9576,22152607.0,2026-07-24,17.391040698684556,19.547166820700884,13.0787884546519,45.20876979166666,-0.12101770833334058,0.11805113118920474,0.6505279235276529,-0.5324767923384481,38.88689665064912,10.671337755122147,42.57,45.77,,,,
2021-08-27,00001,44.7322,44.8484,43.6865,43.8027,20744461.0,2026-07-24,14.178042664571443,17.757458768657738,7.019210456398852,44.97680104166667,-0.23196874999999295,-0.0015261868346740926,0.5201171014551875,-0.5216432882898616,11.539225422045623,7.622665275837024,42.57,45.6,,,,
2021-09-03,00001,43.5704,44.4999,43.4542,44.19,22516816.0,2026-07-24,16.0527391314951,17.189218889603524,13.779779615278244,44.867327083333336,-0.10947395833333218,-0.0642990008210731,0.4032338809999354,-0.4675328818210085,100.0,15.245330551673907,42.57,45.44,,,,
2021-09-10,00001,44.19,44.4257,42.4224,43.4044,26564454.0,2026-07-24,19.632183847616833,18.003540542274624,22.889470458301254,44.71151666666667,-0.15581041666666806,-0.17541617416289057,0.2875038699673702,-0.4629200441302608,55.55555555555569,16.16753650866824,42.57,45.27,,,,
2021-09-17,00001,43.4044,43.6008,41.0476,41.244,30554023.0,2026-07-24,14.387012820755553,16.798031301768265,9.56497585873013,44.15509791666666,-0.556418750000006,-0.4328143450242763,0.1434402269690409,-0.5762545719933172,6.249999999999916,2.6367017063379805,42.57,45.02,,,,
2021-09-24,00001,41.244,41.3226,39.6728,40.262,25559207.0,2026-07-24,12.652916315421853,15.416326306319462,7.126096333626634,43.434928125,-0.7201697916666632,-0.7078834037330637,-0.026824499171380023,-0.6810589045616837,15.789473684210476,6.677622258740845,42.57,44.69,,,,
2021-10-01,00001,40.4584,41.3226,39.5157,40.8119,20128417.0,2026-07-24,15.838496533139713,15.557049715259545,16.40139016890005,42.93241979166667,-0.5025083333333313,-0.8714596360122187,-0.19575152653954778,-0.6757081094726709,74.99855349187068,15.516663474430173,42.57,44.34,,,,
2021-10-08,00001,40.6155,41.519,40.3406,41.3226,19370222.0,2026-07-24,20.879068968016856,17.331056132845315,27.97509463835994,42.67848854166666,-0.25393125000000794,-0.9489468876723919,-0.3463905987661166,-0.6025562889062752,100.0,21.630195364872616,42.57,44.01,,,,
2021-10-15,00001,41.3226,41.9903,40.8512,41.244,10230031.0,2026-07-24,23.790528347342434,19.48421353767769,32.40315796667193,42.50091354166666,-0.17757499999999737,-1.005112148800194,-0.4781349087729321,-0.5269772400272619,95.65000830151078,20.689283662133658,42.57,43.7,,,,
2021-10-22,00001,41.4797,42.0296,41.0869,41.5975,16110233.0,2026-07-24,28.873147500999846,22.61385819211841,41.39172611876271,42.36925312499999,-0.13166041666666928,-1.0094625710649936,-0.5844004412313444,-0.4250621298336492,100.0,25.512254901960723,42.57,43.42,,,,
2021-10-29,00001,41.4011,42.1867,40.9298,41.1262,20381370.0,2026-07-24,30.019467085922617,25.082394490053147,39.89361227766156,42.21056041666665,-0.1586927083333407,-1.0389637557902347,-0.6753131041431224,-0.3636506516471123,36.84845236500058,19.736519607843082,42.57,43.16,,,,
2021-11-05,00001,41.2047,41.7154,40.6155,40.8119,18111367.0,2026-07-24,28.81270650263137,26.325831827579222,33.78645585273567,42.04590729166666,-0.16465312499999385,-1.075309541477644,-0.7553123916100267,-0.3199971498676172,20.000000000000433,15.88480392156862,42.57,42.9,,,,
2021-11-12,00001,40.6548,41.8332,40.6548,41.3226,14982560.0,2026-07-24,33.95229612231433,28.867986592490922,44.12091518196115,41.92118749999999,-0.12471979166667069,-1.050791743466604,-0.8144082619813422,-0.2363834814852619,100.0,22.14338235294117,42.57,42.68,,,,
2021-11-19,00001,41.2833,41.4797,40.7334,40.9298,14729730.0,2026-07-24,40.282436775914505,32.67280332029878,55.50170368714595,41.77003229166666,-0.15115520833332852,-1.0509422807119009,-0.8617150657274539,-0.18922721498444695,44.44915853486086,20.095782173715293,42.57,42.48,,,,
