date,symbol,open,high,low,close,volume,K,D,J,BBI,BBI_DIF,DIF,DEA,MACD,short_term_fund,long_term_fund,Short_LS,Short_Trend,Brick_High,Brick_Low,market_cap,float_market_cap,pe_ttm,pb
2025-01-09,00001,37.7746,37.9609,37.5883,37.728,3060041.0,21.99858055242376,32.58717086361204,0.8213999300472068,38.2927760416667,-0.1183927083333316,-0.1452375943332953,-0.0302804746783177,-0.11495711965497761,21.423094617390568,5.355978990147024,38.5,38.5,55.926356276198234,63.613473935721856,,,,
2025-01-10,00001,37.728,38.1006,37.3554,37.5883,4607674.0,18.93950695420771,28.037949560477262,0.7426217416686072,38.19137083333337,-0.10140520833332545,-0.19037617349446379,-0.06229961444154691,-0.12807655905291687,55.558206106869186,8.92918759345143,38.48,38.43,50.84703918037465,55.926356276198234,,,,
2025-01-13,00001,37.3088,37.3088,36.6101,37.0759,4876407.0,19.162505793789432,25.079468304914652,7.328580771538988,38.02688958333337,-0.16448125000000147,-0.2644468418002859,-0.1027290599132947,-0.16171778188699118,41.667412111995255,13.88955152671739,38.45,38.34,49.84527464825639,50.84703918037465,,,,
2025-01-14,00001,36.9362,37.1691,36.6567,37.0759,7959404.0,19.441956787369133,23.200297799066146,11.925274763975104,37.85367395833337,-0.17321562500000454,-0.3194657774609695,-0.14607640342282965,-0.17338937403813984,47.618074013493896,13.88955152671739,38.42,38.24,49.86158943549202,49.84527464825639,,,,
2025-01-15,00001,36.843,37.2622,36.843,37.2157,3820469.0,21.62920210173724,22.676599233289846,19.534407838632028,37.712975000000036,-0.14069895833333135,-0.347779008791008,-0.18641692449646532,-0.16136208429454266,100.0,20.63794983642299,38.37,38.14,52.399714715673966,49.86158943549202,,,,
2025-01-16,00001,37.0759,37.402,36.843,36.9362,5249583.0,19.086907631567325,21.480035366049005,14.30065216260396,37.602356250000035,-0.11061875000000043,-0.38829474263886254,-0.22679248812494476,-0.16150225451391778,50.0,14.002318691227494,38.31,38.03,54.631796994325555,52.399714715673966,,,,
2025-01-17,00001,36.843,37.5417,36.7965,37.4485,5205136.0,25.224232365047044,22.728101032381687,30.216495030377757,37.57323958333337,-0.0291166666666669,-0.3747455911790496,-0.25638310873576575,-0.11836248244328385,100.0,35.99982824509429,38.26,37.94,69.90127214081764,54.631796994325555,,,,
2025-01-20,00001,37.5883,37.728,37.3554,37.3554,3781726.0,31.632074121227294,25.69609206199689,43.50403823968811,37.5295697916667,-0.04366979166666596,-0.36728633472273486,-0.2785637539331596,-0.08872258078957529,85.72085889570559,32.002232813774796,38.22,37.85,74.56709599726041,69.90127214081764,,,,
2025-01-21,00001,37.6349,37.6349,37.1225,37.2622,4911349.0,35.67152252160984,29.021235548534538,48.972096467760444,37.518406250000034,-0.011163541666668664,-0.3646913465051398,-0.2957892724475556,-0.0689020740575842,71.42638036809778,28.00034350981141,38.16,37.78,75.8117113789779,74.56709599726041,,,,
2025-01-22,00001,37.1225,37.402,36.9828,37.2622,4723515.0,38.36448812186487,32.13565307297798,50.822158219638666,37.47037187500003,-0.048034375000000296,-0.3585022093374448,-0.30833185982553346,-0.05017034951191135,74.98658078368179,28.00034350981141,38.12,37.71,76.96116352779757,75.8117113789779,,,,
2025-01-23,00001,37.2622,37.4485,36.4238,36.517,6318628.0,27.958373157765333,30.743226434573767,22.38866660414846,37.3151104166667,-0.15526145833333516,-0.4090138288289964,-0.32846825362622606,-0.08054557520277034,11.116412213740823,3.7054707379136076,38.05,37.63,66.10963626822887,76.96116352779757,,,,
2025-01-24,00001,36.517,36.8896,36.3307,36.5636,5462191.0,24.194868586247537,28.560440485131693,15.463724788479226,37.19770312500003,-0.11740729166666597,-0.44020995431293386,-0.3508165937635676,-0.08939336054936625,25.002683843263643,8.929187593451704,37.98,37.54,60.01994717283512,66.10963626822887,,,,
2025-01-27,00001,36.7965,37.0759,36.5636,36.6567,3916809.0,23.90681546580963,27.00923214535767,17.701982106713544,37.07737812500004,-0.12032499999999402,-0.4522079448851031,-0.3710948639878747,-0.08111308089722835,100.0,12.498562281946116,37.92,37.45,58.017548664448725,60.01994717283512,,,,
2025-01-28,00001,37.0293,37.4485,36.517,36.517,3526282.0,20.382162384778226,24.80020889183119,11.5460693706723,37.006540625000035,-0.07083750000000322,-0.4675988725996447,-0.3903956657102287,-0.07720320688941601,57.14723926380445,7.999484735282881,37.86,37.36,52.80898804754182,58.017548664448725,,,,
